TRUCK_ID,MENU_TYPE_ID,PRIMARY_CITY,REGION,ISO_REGION,COUNTRY,ISO_COUNTRY_CODE,FRANCHISE_FLAG,YEAR,MAKE,MODEL,EV_FLAG,FRANCHISE_ID,TRUCK_OPENING_DATE,TRUCK_AGE
177,12,Nice,Provence–Alpes–Côte-d'Azur,Alpes-Maritimes,France,FR,0,2012,Ford,Step Van,0,1,2020-01-01,1
179,14,Nice,Provence–Alpes–Côte-d'Azur,Alpes-Maritimes,France,FR,1,2009,Ford,Step Van,0,132,2020-10-01,1
182,2,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2010,Ford,Step Van,1,135,2021-01-01,1
183,3,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2010,Ford,Step Van,1,135,2022-01-01,1
184,4,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2010,Ford,Step Van,1,135,2020-10-01,1
185,5,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2010,Ford,Step Van,1,135,2021-07-01,1
187,7,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2012,Ford,Step Van,0,137,2020-01-01,1
193,13,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,0,2012,Ford,Step Van,0,1,2019-01-01,1
195,15,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2012,Ford,Step Van,0,142,2020-07-01,1
197,2,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,1,2012,Ford,Step Van,1,144,2022-04-01,1
198,3,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,1,2012,Ford,Step Van,1,144,2020-07-01,1
201,6,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,1,2008,Ford,Step Van,0,147,2021-10-01,1
204,9,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,1,2012,Ford,Step Van,1,150,2022-07-01,1
208,13,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,0,2012,Ford,Step Van,0,1,2020-07-01,1
214,4,Mumbai,Maharashtra,Maharashtra,India,IN,1,2009,Ford,Step Van,1,156,2022-07-01,1
224,14,Mumbai,Maharashtra,Maharashtra,India,IN,0,2012,Ford,Step Van,0,1,2019-01-01,1
227,2,Delhi,Delhi,Delhi,India,IN,1,2014,Ford,Step Van,0,168,2021-01-01,1
232,7,Delhi,Delhi,Delhi,India,IN,1,2015,Ford,Step Van,1,171,2021-10-01,1
240,15,Delhi,Delhi,Delhi,India,IN,0,2015,Ford,Step Van,1,1,2021-07-01,1
241,1,Tokyo,Kantō,Tokyo,Japan,JP,0,2015,Ford,Step Van,1,1,2022-01-01,1
244,4,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford,Step Van,0,181,2021-10-01,1
245,5,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford,Step Van,0,181,2021-10-01,1
246,6,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford,Step Van,0,181,2020-01-01,1
252,12,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford,Step Van,0,187,2020-10-01,1
253,13,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2022-01-01,1
254,14,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2021-04-01,1
255,15,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2022-04-01,1
256,1,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2011,Airstream,Trailer,0,189,2020-07-01,1
258,3,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,1,190,2022-01-01,1
259,4,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2003,Freightliner,MT45 Utilimaster,0,190,2020-04-01,1
261,6,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2003,Freightliner,MT45 Utilimaster,0,192,2022-01-01,1
265,10,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,0,195,2021-10-01,1
267,12,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,0,197,2020-01-01,1
269,14,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2001,Freightliner,MT45 Utilimaster,0,199,2021-07-01,1
272,2,Sydney,New South Wales,New South Wales,Australia,AU,1,1999,Chevrolet,P30,1,201,2021-04-01,1
275,5,Sydney,New South Wales,New South Wales,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,202,2020-01-01,1
276,6,Sydney,New South Wales,New South Wales,Australia,AU,1,1974,Volkswagen,Westfalia Bus,1,203,2022-01-01,1
277,7,Sydney,New South Wales,New South Wales,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,0,204,2021-07-01,1
278,8,Sydney,New South Wales,New South Wales,Australia,AU,1,2018,Nissan,NV 2500 High Roof,0,205,2021-04-01,1
280,10,Sydney,New South Wales,New South Wales,Australia,AU,1,2015,Airstream,Trailer,1,207,2022-04-01,1
281,11,Sydney,New South Wales,New South Wales,Australia,AU,1,2000,Freightliner,MT45 Utilimaster,0,208,2021-10-01,1
283,13,Sydney,New South Wales,New South Wales,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,0,210,2020-10-01,1
284,14,Sydney,New South Wales,New South Wales,Australia,AU,1,2015,Airstream,Trailer,0,211,2021-04-01,1
285,15,Sydney,New South Wales,New South Wales,Australia,AU,1,2018,Nissan,NV 2500 High Roof,0,212,2020-01-01,1
288,3,Melbourne,Victoria,Victoria,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,1,215,2022-01-01,1
290,5,Melbourne,Victoria,Victoria,Australia,AU,1,1972,Volkswagen,Westfalia Bus,0,216,2021-07-01,1
292,7,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,218,2021-10-01,1
293,8,Melbourne,Victoria,Victoria,Australia,AU,1,1999,Chevrolet,P30,0,219,2021-04-01,1
295,10,Melbourne,Victoria,Victoria,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,1,221,2022-01-01,1
297,12,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,221,2020-07-01,1
298,13,Melbourne,Victoria,Victoria,Australia,AU,1,1999,Chevrolet,P30,1,222,2022-04-01,1
299,14,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,223,2021-01-01,1
300,15,Melbourne,Victoria,Victoria,Australia,AU,1,2000,Freightliner,MT45 Utilimaster,0,224,2020-10-01,1
316,1,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,1999,Chevrolet,P30,1,234,2021-01-01,1
318,3,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2010,Airstream,Trailer,0,235,2020-10-01,1
319,4,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,1981,Citroën,H Van,1,236,2022-01-01,1
320,5,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2010,Custom,Van,1,237,2022-04-01,1
322,7,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2008,Custom,Box Truck,0,239,2020-07-01,1
323,8,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2005,Freightliner,MT45 Utilimaster,1,240,2022-04-01,1
324,9,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2010,Custom,Van,0,241,2021-01-01,1
326,11,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,1972,Volkswagen,Westfalia Bus,1,243,2022-07-01,1
327,12,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2008,Custom,Box Truck,0,244,2020-01-01,1
329,14,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2005,Freightliner,MT45 Utilimaster,1,245,2022-01-01,1
330,15,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,0,245,2020-10-01,1
331,1,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,246,2022-01-01,1
332,2,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,246,2022-04-01,1
333,3,Munich,Bavaria,Bayern,Germany,DE,1,2015,Airstream,Trailer,1,247,2020-10-01,1
334,4,Munich,Bavaria,Bayern,Germany,DE,1,2008,Custom,Box Truck,1,248,2022-04-01,1
337,7,Munich,Bavaria,Bayern,Germany,DE,1,2010,Custom,Van,1,250,2022-04-01,1
340,10,Munich,Bavaria,Bayern,Germany,DE,1,1974,Volkswagen,Westfalia Bus,1,252,2022-01-01,1
341,11,Munich,Bavaria,Bayern,Germany,DE,1,2010,Custom,Van,0,253,2020-07-01,1
342,12,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,254,2022-01-01,1
343,13,Munich,Bavaria,Bayern,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,254,2021-04-01,1
344,14,Munich,Bavaria,Bayern,Germany,DE,1,2011,Airstream,Trailer,0,255,2021-01-01,1
346,1,Berlin,Brandenburg,Berlin,Germany,DE,1,2010,Custom,Van,0,257,2021-10-01,1
347,2,Berlin,Brandenburg,Berlin,Germany,DE,1,1974,Citroën,H Van,0,258,2020-01-01,1
350,5,Berlin,Brandenburg,Berlin,Germany,DE,1,1997,Chevrolet,P30,0,260,2020-04-01,1
353,8,Berlin,Brandenburg,Berlin,Germany,DE,1,2003,Freightliner,MT45 Utilimaster,0,260,2020-07-01,1
354,9,Berlin,Brandenburg,Berlin,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,260,2021-10-01,1
355,10,Berlin,Brandenburg,Berlin,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,260,2020-10-01,1
359,14,Berlin,Brandenburg,Berlin,Germany,DE,1,1997,Chevrolet,P30,0,263,2020-10-01,1
362,2,Hamburg,Hamburg,Hamburg,Germany,DE,1,2010,Custom,Van,1,266,2022-01-01,1
364,4,Hamburg,Hamburg,Hamburg,Germany,DE,1,2008,Custom,Van,1,267,2022-01-01,1
365,5,Hamburg,Hamburg,Hamburg,Germany,DE,1,2004,Freightliner,MT45 Utilimaster,0,268,2020-01-01,1
366,6,Hamburg,Hamburg,Hamburg,Germany,DE,1,1974,Citroën,H Van,1,269,2022-04-01,1
368,8,Hamburg,Hamburg,Hamburg,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,0,271,2020-10-01,1
369,9,Hamburg,Hamburg,Hamburg,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,1,271,2022-01-01,1
370,10,Hamburg,Hamburg,Hamburg,Germany,DE,1,2011,Airstream,Trailer,0,272,2021-01-01,1
371,11,Hamburg,Hamburg,Hamburg,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,271,2022-04-01,1
372,12,Hamburg,Hamburg,Hamburg,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,271,2020-07-01,1
374,14,Hamburg,Hamburg,Hamburg,Germany,DE,1,2007,Freightliner,MT45 Utilimaster,1,271,2022-10-01,1
377,2,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,0,276,2020-10-01,1
378,3,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,1997,Chevrolet,P30,0,277,2021-07-01,1
379,4,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,1,276,2022-01-01,1
380,5,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2000,Freightliner,MT45 Utilimaster,0,276,2020-04-01,1
381,6,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2011,Airstream,Trailer,1,277,2022-01-01,1
382,7,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2015,Airstream,Trailer,0,288,2021-10-01,1
383,8,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,1,289,2022-01-01,1
385,10,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,0,290,2020-10-01,1
389,14,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2007,Freightliner,MT45 Utilimaster,0,292,2020-10-01,1
390,15,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2003,Freightliner,MT45 Utilimaster,1,293,2022-04-01,1
391,1,Madrid,Madrid provincia,Madrid,Spain,ES,1,1997,Chevrolet,P30,1,294,2022-01-01,1
393,3,Madrid,Madrid provincia,Madrid,Spain,ES,1,2001,Freightliner,MT45 Utilimaster,0,295,2021-10-01,1
394,4,Madrid,Madrid provincia,Madrid,Spain,ES,1,2000,Freightliner,MT45 Utilimaster,0,296,2020-10-01,1
395,5,Madrid,Madrid provincia,Madrid,Spain,ES,1,1978,Citroën,H Van,0,297,2022-07-01,1
396,6,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2020-01-01,1
397,7,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2021-04-01,1
398,8,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2022-01-01,1
399,9,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,298,2020-07-01,1
402,12,Madrid,Madrid provincia,Madrid,Spain,ES,1,2010,Airstream,Trailer,0,300,2021-04-01,1
403,13,Madrid,Madrid provincia,Madrid,Spain,ES,1,1972,Volkswagen,Westfalia Bus,0,301,2020-07-01,1
404,14,Madrid,Madrid provincia,Madrid,Spain,ES,1,1997,Chevrolet,P30,0,302,2021-10-01,1
405,15,Madrid,Madrid provincia,Madrid,Spain,ES,1,2008,Custom,Box Truck,1,303,2022-01-01,1
408,3,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2020-07-01,1
409,4,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2021-01-01,1
410,5,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2020-04-01,1
412,7,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,308,2022-01-01,1
414,9,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2018,Nissan,NV 2500 High Roof,1,309,2021-01-01,1
415,10,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,1981,Citroën,H Van,0,310,2020-04-01,1
416,11,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,311,2022-01-01,1
417,12,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,311,2020-10-01,1
419,14,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2015,Airstream,Trailer,0,312,2020-01-01,1
420,15,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2010,Custom,Box Truck,1,313,2022-01-01,1
422,2,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,1,314,2022-01-01,1
423,3,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,1,315,2022-01-01,1
424,4,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Freightliner,MT45 Utilimaster,0,316,2020-10-01,1
425,5,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,1,317,2022-01-01,1
426,6,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,0,318,2021-07-01,1
429,9,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2018,Nissan,NV 2500 High Roof,1,320,2022-01-01,1
432,12,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2008,Custom,Box Truck,0,322,2020-10-01,1
433,13,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,0,323,2021-04-01,1
434,14,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2008,Custom,Box Truck,0,324,2020-07-01,1
435,15,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,1,325,2022-01-01,1
437,2,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2001,Freightliner,MT45 Utilimaster,1,326,2022-01-01,1
439,4,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1972,Volkswagen,Westfalia Bus,0,328,2020-07-01,1
440,5,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1997,Chevrolet,P30,1,329,2022-01-01,1
441,6,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Box Truck,1,330,2022-01-01,1
443,8,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Box Truck,0,331,2020-10-01,1
444,9,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2015,Airstream,Trailer,1,332,2022-04-01,1
445,10,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Van,0,333,2020-10-01,1
446,11,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2001,Freightliner,MT45 Utilimaster,0,326,2021-01-01,1
447,12,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1997,Chevrolet,P30,0,334,2020-10-01,1
449,14,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2005,Freightliner,MT45 Utilimaster,1,335,2022-04-01,1
301,1,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,1,225,2022-01-01,1
304,4,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2003,Freightliner,MT45 Utilimaster,0,226,2020-01-01,1
305,5,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,1999,Chevrolet,P30,0,227,2020-04-01,1
307,7,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2001,Freightliner,MT45 Utilimaster,1,229,2022-01-01,1
308,8,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,0,229,2021-01-01,1
309,9,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,0,230,2020-04-01,1
311,11,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2001,Freightliner,MT45 Utilimaster,1,232,2022-07-01,1
312,12,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,1,232,2022-04-01,1
313,13,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,0,233,2021-01-01,1
314,14,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2004,Freightliner,MT45 Utilimaster,0,232,2020-04-01,1
315,15,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2007,Freightliner,MT45 Utilimaster,1,232,2022-01-01,1
257,2,Seoul,Seoul Capital,Seoul,South Korea,KR,0,2014,Ford,Step Van,0,1,2019-01-01,1
260,5,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford,Step Van,0,191,2021-10-01,1
262,7,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford,Step Van,0,193,2020-01-01,1
263,8,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2017,Ford,Step Van,1,194,2021-04-01,1
264,9,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2017,Ford,Step Van,1,194,2020-01-01,1
266,11,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2014,Ford,Step Van,1,196,2022-01-01,1
268,13,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford,Step Van,1,198,2022-04-01,1
270,15,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2010,Ford,Step Van,1,1,2021-01-01,1
271,1,Sydney,New South Wales,New South Wales,Australia,AU,1,2017,Ford,Step Van,0,200,2020-10-01,1
273,3,Sydney,New South Wales,New South Wales,Australia,AU,0,2012,Ford,Step Van,1,1,2022-04-01,1
274,4,Sydney,New South Wales,New South Wales,Australia,AU,1,2017,Ford,Step Van,1,200,2022-01-01,1
279,9,Sydney,New South Wales,New South Wales,Australia,AU,1,2005,Ford,Step Van,0,206,2020-01-01,1
282,12,Sydney,New South Wales,New South Wales,Australia,AU,1,2014,Ford,Step Van,1,209,2022-01-01,1
286,1,Melbourne,Victoria,Victoria,Australia,AU,1,2005,Ford,Step Van,1,213,2022-04-01,1
287,2,Melbourne,Victoria,Victoria,Australia,AU,1,2014,Ford,Step Van,0,214,2021-10-01,1
289,4,Melbourne,Victoria,Victoria,Australia,AU,0,2012,Ford,Step Van,1,1,2022-04-01,1
291,6,Melbourne,Victoria,Victoria,Australia,AU,1,2009,Ford,Step Van,0,217,2020-10-01,1
294,9,Melbourne,Victoria,Victoria,Australia,AU,1,2012,Ford,Step Van,0,220,2021-01-01,1
296,11,Melbourne,Victoria,Victoria,Australia,AU,1,2009,Ford,Step Van,0,220,2020-10-01,1
302,2,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,0,2014,Ford,Step Van,0,1,2021-07-01,1
303,3,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,0,2012,Ford,Step Van,0,1,2019-07-01,1
306,6,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2014,Ford,Step Van,0,228,2021-10-01,1
310,10,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2014,Ford,Step Van,0,231,2021-10-01,1
317,2,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,0,2012,Ford,Step Van,1,1,2022-01-01,1
321,6,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2009,Ford,Step Van,0,238,2021-10-01,1
325,10,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2014,Ford,Step Van,0,242,2020-10-01,1
328,13,Rio de Janeiro,"Rio de Janeiro, estado ",Rio de Janeiro,Brazil,BR,1,2009,Ford,Step Van,1,245,2022-04-01,1
335,5,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford,Step Van,0,249,2020-01-01,1
336,6,Munich,Bavaria,Bayern,Germany,DE,0,2012,Ford,Step Van,1,1,2021-01-01,1
338,8,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford,Step Van,1,251,2022-04-01,1
339,9,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford,Step Van,0,251,2020-10-01,1
345,15,Munich,Bavaria,Bayern,Germany,DE,1,2009,Ford,Step Van,0,256,2020-10-01,1
348,3,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford,Step Van,1,259,2022-04-01,1
349,4,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford,Step Van,1,259,2022-07-01,1
351,6,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford,Step Van,1,259,2022-01-01,1
352,7,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford,Step Van,1,259,2022-04-01,1
356,11,Berlin,Brandenburg,Berlin,Germany,DE,0,2012,Ford,Step Van,1,1,2022-04-01,1
357,12,Berlin,Brandenburg,Berlin,Germany,DE,1,2009,Ford,Step Van,0,261,2020-01-01,1
358,13,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford,Step Van,0,262,2020-01-01,1
360,15,Berlin,Brandenburg,Berlin,Germany,DE,1,2009,Ford,Step Van,1,264,2022-01-01,1
361,1,Hamburg,Hamburg,Hamburg,Germany,DE,1,2014,Ford,Step Van,0,265,2020-04-01,1
363,3,Hamburg,Hamburg,Hamburg,Germany,DE,0,2012,Ford,Step Van,0,1,2019-10-01,1
367,7,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford,Step Van,1,270,2022-01-01,1
373,13,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford,Step Van,1,273,2021-10-01,1
375,15,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford,Step Van,1,274,2022-01-01,1
376,1,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2009,Ford,Step Van,0,275,2020-04-01,1
384,9,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,0,2012,Ford,Step Van,1,1,2022-04-01,1
386,11,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2009,Ford,Step Van,0,291,2021-01-01,1
387,12,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,1,2009,Ford,Step Van,0,291,2020-07-01,1
388,13,Stockholm,"Stockholm, län",Stockholm,Sweden,SE,0,2011,Ford,Step Van,1,1,2022-07-01,1
392,2,Madrid,Madrid provincia,Madrid,Spain,ES,0,2010,Ford,Step Van,0,1,2019-01-01,1
400,10,Madrid,Madrid provincia,Madrid,Spain,ES,1,2014,Ford,Step Van,0,299,2022-01-01,1
401,11,Madrid,Madrid provincia,Madrid,Spain,ES,1,2014,Ford,Step Van,0,299,2020-10-01,1
406,1,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Ford,Step Van,0,304,2020-04-01,1
407,2,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2014,Ford,Step Van,1,305,2022-04-01,1
411,6,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Ford,Step Van,1,307,2021-10-01,1
413,8,Barcelona,Barcelona provincia,Barcelona,Spain,ES,0,2011,Ford,Step Van,0,1,2019-07-01,1
418,13,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2009,Ford,Step Van,0,312,2021-07-01,1
421,1,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,0,2010,Ford,Step Van,1,1,2021-04-01,1
427,7,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Ford,Step Van,0,319,2020-01-01,1
428,8,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2009,Ford,Step Van,0,319,2021-04-01,1
430,10,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Ford,Step Van,0,321,2020-10-01,1
431,11,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2009,Ford,Step Van,0,319,2021-01-01,1
436,1,Cape Town,Western Cape,Western Cape,South Africa,ZA,0,2010,Ford,Step Van,0,1,2019-04-01,1
438,3,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2005,Ford,Step Van,0,327,2021-01-01,1
442,7,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2009,Ford,Step Van,1,1,2022-01-01,1
448,13,Cape Town,Western Cape,Western Cape,South Africa,ZA,0,2010,Ford,Step Van,0,1,2019-07-01,1
450,15,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2009,Ford,Step Van,0,336,2020-01-01,1
